kankersoort	periode	geslacht	leeftijdsgroep	cr
kanker_van_de_vrouwelijke_geslachtsorganen	2017	Vrouw	group:15-19	1,77
kanker_van_de_vrouwelijke_geslachtsorganen	2017	Vrouw	group:20-24	2,29
kanker_van_de_vrouwelijke_geslachtsorganen	2017	Vrouw	group:25-29	8,49
kanker_van_de_vrouwelijke_geslachtsorganen	2017	Vrouw	group:30-34	24,16
kanker_van_de_vrouwelijke_geslachtsorganen	2017	Vrouw	group:35-39	25,44
kanker_van_de_vrouwelijke_geslachtsorganen	2017	Vrouw	group:40-44	31,67
kanker_van_de_vrouwelijke_geslachtsorganen	2017	Vrouw	group:45-49	36,42
kanker_van_de_vrouwelijke_geslachtsorganen	2017	Vrouw	group:50-54	50,77
kanker_van_de_vrouwelijke_geslachtsorganen	2017	Vrouw	group:55-59	75,44
kanker_van_de_vrouwelijke_geslachtsorganen	2017	Vrouw	group:60-64	102,02
kanker_van_de_vrouwelijke_geslachtsorganen	2017	Vrouw	group:65-69	131,75
kanker_van_de_vrouwelijke_geslachtsorganen	2017	Vrouw	group:70-74	167,43
kanker_van_de_vrouwelijke_geslachtsorganen	2017	Vrouw	group:75-79	195,36
kanker_van_de_vrouwelijke_geslachtsorganen	2017	Vrouw	group:80-84	168,69
kanker_van_de_vrouwelijke_geslachtsorganen	2017	Vrouw	group:85+	124,63
kanker_van_de_vrouwelijke_geslachtsorganen	2018	Vrouw	group:0-4	0,24
kanker_van_de_vrouwelijke_geslachtsorganen	2018	Vrouw	group:5-9	0,22
kanker_van_de_vrouwelijke_geslachtsorganen	2018	Vrouw	group:15-19	1,37
kanker_van_de_vrouwelijke_geslachtsorganen	2018	Vrouw	group:20-24	1,89
kanker_van_de_vrouwelijke_geslachtsorganen	2018	Vrouw	group:25-29	12,01
kanker_van_de_vrouwelijke_geslachtsorganen	2018	Vrouw	group:30-34	27,09
kanker_van_de_vrouwelijke_geslachtsorganen	2018	Vrouw	group:35-39	26,87
kanker_van_de_vrouwelijke_geslachtsorganen	2018	Vrouw	group:40-44	31,64
kanker_van_de_vrouwelijke_geslachtsorganen	2018	Vrouw	group:45-49	41,15
kanker_van_de_vrouwelijke_geslachtsorganen	2018	Vrouw	group:50-54	54,31
kanker_van_de_vrouwelijke_geslachtsorganen	2018	Vrouw	group:55-59	76,7
kanker_van_de_vrouwelijke_geslachtsorganen	2018	Vrouw	group:60-64	101
kanker_van_de_vrouwelijke_geslachtsorganen	2018	Vrouw	group:65-69	129,79
kanker_van_de_vrouwelijke_geslachtsorganen	2018	Vrouw	group:70-74	163,86
kanker_van_de_vrouwelijke_geslachtsorganen	2018	Vrouw	group:75-79	179,44
kanker_van_de_vrouwelijke_geslachtsorganen	2018	Vrouw	group:80-84	174,65
kanker_van_de_vrouwelijke_geslachtsorganen	2018	Vrouw	group:85+	127,74
kanker_van_de_mannelijke_geslachtsorganen	2019	Man	group:0-4	0,23
kanker_van_de_mannelijke_geslachtsorganen	2019	Man	group:15-19	2,23
kanker_van_de_mannelijke_geslachtsorganen	2019	Man	group:20-24	14,86
kanker_van_de_mannelijke_geslachtsorganen	2019	Man	group:25-29	27,53
kanker_van_de_mannelijke_geslachtsorganen	2019	Man	group:30-34	30,54
kanker_van_de_mannelijke_geslachtsorganen	2019	Man	group:35-39	29,37
kanker_van_de_mannelijke_geslachtsorganen	2019	Man	group:40-44	20,79
kanker_van_de_mannelijke_geslachtsorganen	2019	Man	group:45-49	26,02
kanker_van_de_mannelijke_geslachtsorganen	2019	Man	group:50-54	47,9
kanker_van_de_mannelijke_geslachtsorganen	2019	Man	group:55-59	135,77
kanker_van_de_mannelijke_geslachtsorganen	2019	Man	group:60-64	306,96
kanker_van_de_mannelijke_geslachtsorganen	2019	Man	group:65-69	573,66
kanker_van_de_mannelijke_geslachtsorganen	2019	Man	group:70-74	796,72
kanker_van_de_mannelijke_geslachtsorganen	2019	Man	group:75-79	860,77
kanker_van_de_mannelijke_geslachtsorganen	2019	Man	group:80-84	701,85
kanker_van_de_mannelijke_geslachtsorganen	2019	Man	group:85+	516,77
kanker_van_de_mannelijke_geslachtsorganen	1989	Man	group:0-4	0,21
kanker_van_de_mannelijke_geslachtsorganen	1989	Man	group:15-19	2,41
kanker_van_de_mannelijke_geslachtsorganen	1989	Man	group:20-24	6,36
kanker_van_de_mannelijke_geslachtsorganen	1989	Man	group:25-29	12,19
kanker_van_de_mannelijke_geslachtsorganen	1989	Man	group:30-34	10,13
kanker_van_de_mannelijke_geslachtsorganen	1989	Man	group:35-39	9,22
kanker_van_de_mannelijke_geslachtsorganen	1989	Man	group:40-44	5,04
kanker_van_de_mannelijke_geslachtsorganen	1989	Man	group:45-49	7,93
kanker_van_de_mannelijke_geslachtsorganen	1989	Man	group:50-54	19,17
kanker_van_de_mannelijke_geslachtsorganen	1989	Man	group:55-59	50,64
kanker_van_de_mannelijke_geslachtsorganen	1989	Man	group:60-64	127,87
kanker_van_de_mannelijke_geslachtsorganen	1989	Man	group:65-69	244,45
kanker_van_de_mannelijke_geslachtsorganen	1989	Man	group:70-74	440,6
kanker_van_de_mannelijke_geslachtsorganen	1989	Man	group:75-79	668,68
kanker_van_de_mannelijke_geslachtsorganen	1989	Man	group:80-84	820,88
kanker_van_de_mannelijke_geslachtsorganen	1989	Man	group:85+	910,84
kanker_van_de_mannelijke_geslachtsorganen	1990	Man	group:0-4	1,25
kanker_van_de_mannelijke_geslachtsorganen	1990	Man	group:15-19	3,64
kanker_van_de_mannelijke_geslachtsorganen	1990	Man	group:20-24	8,36
kanker_van_de_mannelijke_geslachtsorganen	1990	Man	group:25-29	9,93
kanker_van_de_mannelijke_geslachtsorganen	1990	Man	group:30-34	9,48
kanker_van_de_mannelijke_geslachtsorganen	1990	Man	group:35-39	8,01
kanker_van_de_mannelijke_geslachtsorganen	1990	Man	group:40-44	6,53
kanker_van_de_mannelijke_geslachtsorganen	1990	Man	group:45-49	10,09
kanker_van_de_mannelijke_geslachtsorganen	1990	Man	group:50-54	18,5
kanker_van_de_mannelijke_geslachtsorganen	1990	Man	group:55-59	51,63
kanker_van_de_mannelijke_geslachtsorganen	1990	Man	group:60-64	120,13
kanker_van_de_mannelijke_geslachtsorganen	1990	Man	group:65-69	257,77
kanker_van_de_mannelijke_geslachtsorganen	1990	Man	group:70-74	446,91
kanker_van_de_mannelijke_geslachtsorganen	1990	Man	group:75-79	682,46
kanker_van_de_mannelijke_geslachtsorganen	1990	Man	group:80-84	821,62
kanker_van_de_mannelijke_geslachtsorganen	1990	Man	group:85+	849,67
kanker_van_de_mannelijke_geslachtsorganen	1991	Man	group:0-4	0,41
kanker_van_de_mannelijke_geslachtsorganen	1991	Man	group:10-14	0,22
kanker_van_de_mannelijke_geslachtsorganen	1991	Man	group:15-19	3,26
kanker_van_de_mannelijke_geslachtsorganen	1991	Man	group:20-24	6,82
kanker_van_de_mannelijke_geslachtsorganen	1991	Man	group:25-29	9,7
kanker_van_de_mannelijke_geslachtsorganen	1991	Man	group:30-34	10,55
kanker_van_de_mannelijke_geslachtsorganen	1991	Man	group:35-39	8,1
kanker_van_de_mannelijke_geslachtsorganen	1991	Man	group:40-44	3,93
kanker_van_de_mannelijke_geslachtsorganen	1991	Man	group:45-49	8,91
kanker_van_de_mannelijke_geslachtsorganen	1991	Man	group:50-54	20,32
kanker_van_de_mannelijke_geslachtsorganen	1991	Man	group:55-59	42,31
kanker_van_de_mannelijke_geslachtsorganen	1991	Man	group:60-64	127,87
kanker_van_de_mannelijke_geslachtsorganen	1991	Man	group:65-69	270,27
kanker_van_de_mannelijke_geslachtsorganen	1991	Man	group:70-74	468,93
kanker_van_de_mannelijke_geslachtsorganen	1991	Man	group:75-79	686,93
kanker_van_de_mannelijke_geslachtsorganen	1991	Man	group:80-84	825,93
kanker_van_de_mannelijke_geslachtsorganen	1991	Man	group:85+	870,9
kanker_van_de_mannelijke_geslachtsorganen	1992	Man	group:0-4	0,61
kanker_van_de_mannelijke_geslachtsorganen	1992	Man	group:5-9	0,22
kanker_van_de_mannelijke_geslachtsorganen	1992	Man	group:10-14	0,43
kanker_van_de_mannelijke_geslachtsorganen	1992	Man	group:15-19	2,01
kanker_van_de_mannelijke_geslachtsorganen	1992	Man	group:20-24	8,29
kanker_van_de_mannelijke_geslachtsorganen	1992	Man	group:25-29	9,38
kanker_van_de_mannelijke_geslachtsorganen	1992	Man	group:30-34	11,6
kanker_van_de_mannelijke_geslachtsorganen	1992	Man	group:35-39	10,18
kanker_van_de_mannelijke_geslachtsorganen	1992	Man	group:40-44	8,4
kanker_van_de_mannelijke_geslachtsorganen	1992	Man	group:45-49	6,33
kanker_van_de_mannelijke_geslachtsorganen	1992	Man	group:50-54	21,33
kanker_van_de_mannelijke_geslachtsorganen	1992	Man	group:55-59	55,23
kanker_van_de_mannelijke_geslachtsorganen	1992	Man	group:60-64	136,36
kanker_van_de_mannelijke_geslachtsorganen	1992	Man	group:65-69	290,48
kanker_van_de_mannelijke_geslachtsorganen	1992	Man	group:70-74	522,26
kanker_van_de_mannelijke_geslachtsorganen	1992	Man	group:75-79	739,71
kanker_van_de_mannelijke_geslachtsorganen	1992	Man	group:80-84	891,92
kanker_van_de_mannelijke_geslachtsorganen	1992	Man	group:85+	1040,41
kanker_van_de_mannelijke_geslachtsorganen	1993	Man	group:0-4	0,4
kanker_van_de_mannelijke_geslachtsorganen	1993	Man	group:10-14	0,22
kanker_van_de_mannelijke_geslachtsorganen	1993	Man	group:15-19	2,49
kanker_van_de_mannelijke_geslachtsorganen	1993	Man	group:20-24	7,53
kanker_van_de_mannelijke_geslachtsorganen	1993	Man	group:25-29	15,22
kanker_van_de_mannelijke_geslachtsorganen	1993	Man	group:30-34	13,38
kanker_van_de_mannelijke_geslachtsorganen	1993	Man	group:35-39	11,38
kanker_van_de_mannelijke_geslachtsorganen	1993	Man	group:40-44	6,82
kanker_van_de_mannelijke_geslachtsorganen	1993	Man	group:45-49	10,02
kanker_van_de_mannelijke_geslachtsorganen	1993	Man	group:50-54	20,98
kanker_van_de_mannelijke_geslachtsorganen	1993	Man	group:55-59	68,65
kanker_van_de_mannelijke_geslachtsorganen	1993	Man	group:60-64	161,5
kanker_van_de_mannelijke_geslachtsorganen	1993	Man	group:65-69	337,14
kanker_van_de_mannelijke_geslachtsorganen	1993	Man	group:70-74	532,1
kanker_van_de_mannelijke_geslachtsorganen	1993	Man	group:75-79	806,7
kanker_van_de_mannelijke_geslachtsorganen	1993	Man	group:80-84	1006,38
kanker_van_de_mannelijke_geslachtsorganen	1993	Man	group:85+	957,6
kanker_van_de_mannelijke_geslachtsorganen	1994	Man	group:0-4	0,2
kanker_van_de_mannelijke_geslachtsorganen	1994	Man	group:15-19	3,79
kanker_van_de_mannelijke_geslachtsorganen	1994	Man	group:20-24	7,69
kanker_van_de_mannelijke_geslachtsorganen	1994	Man	group:25-29	10,18
kanker_van_de_mannelijke_geslachtsorganen	1994	Man	group:30-34	14,38
kanker_van_de_mannelijke_geslachtsorganen	1994	Man	group:35-39	9,43
kanker_van_de_mannelijke_geslachtsorganen	1994	Man	group:40-44	7,54
kanker_van_de_mannelijke_geslachtsorganen	1994	Man	group:45-49	10,36
kanker_van_de_mannelijke_geslachtsorganen	1994	Man	group:50-54	24,35
kanker_van_de_mannelijke_geslachtsorganen	1994	Man	group:55-59	78,14
kanker_van_de_mannelijke_geslachtsorganen	1994	Man	group:60-64	192,83
kanker_van_de_mannelijke_geslachtsorganen	1994	Man	group:65-69	382,63
kanker_van_de_mannelijke_geslachtsorganen	1994	Man	group:70-74	656,45
kanker_van_de_mannelijke_geslachtsorganen	1994	Man	group:75-79	887,62
kanker_van_de_mannelijke_geslachtsorganen	1994	Man	group:80-84	1082,87
kanker_van_de_mannelijke_geslachtsorganen	1994	Man	group:85+	1030,31
kanker_van_de_mannelijke_geslachtsorganen	1995	Man	group:0-4	0,2
kanker_van_de_mannelijke_geslachtsorganen	1995	Man	group:10-14	0,22
kanker_van_de_mannelijke_geslachtsorganen	1995	Man	group:15-19	3,18
kanker_van_de_mannelijke_geslachtsorganen	1995	Man	group:20-24	9,04
kanker_van_de_mannelijke_geslachtsorganen	1995	Man	group:25-29	12,63
kanker_van_de_mannelijke_geslachtsorganen	1995	Man	group:30-34	15,57
kanker_van_de_mannelijke_geslachtsorganen	1995	Man	group:35-39	9,12
kanker_van_de_mannelijke_geslachtsorganen	1995	Man	group:40-44	7,19
kanker_van_de_mannelijke_geslachtsorganen	1995	Man	group:45-49	7,93
kanker_van_de_mannelijke_geslachtsorganen	1995	Man	group:50-54	32,48
kanker_van_de_mannelijke_geslachtsorganen	1995	Man	group:55-59	81,52
kanker_van_de_mannelijke_geslachtsorganen	1995	Man	group:60-64	196,76
kanker_van_de_mannelijke_geslachtsorganen	1995	Man	group:65-69	403,16
kanker_van_de_mannelijke_geslachtsorganen	1995	Man	group:70-74	669,57
kanker_van_de_mannelijke_geslachtsorganen	1995	Man	group:75-79	886,19
kanker_van_de_mannelijke_geslachtsorganen	1995	Man	group:80-84	1074,15
kanker_van_de_mannelijke_geslachtsorganen	1995	Man	group:85+	969,71
kanker_van_de_mannelijke_geslachtsorganen	1996	Man	group:0-4	0,6
kanker_van_de_mannelijke_geslachtsorganen	1996	Man	group:10-14	0,43
kanker_van_de_mannelijke_geslachtsorganen	1996	Man	group:15-19	4,02
kanker_van_de_mannelijke_geslachtsorganen	1996	Man	group:20-24	10,12
kanker_van_de_mannelijke_geslachtsorganen	1996	Man	group:25-29	14,08
kanker_van_de_mannelijke_geslachtsorganen	1996	Man	group:30-34	14,93
kanker_van_de_mannelijke_geslachtsorganen	1996	Man	group:35-39	11,98
kanker_van_de_mannelijke_geslachtsorganen	1996	Man	group:40-44	8,33
kanker_van_de_mannelijke_geslachtsorganen	1996	Man	group:45-49	9,94
kanker_van_de_mannelijke_geslachtsorganen	1996	Man	group:50-54	25,07
kanker_van_de_mannelijke_geslachtsorganen	1996	Man	group:55-59	97,86
kanker_van_de_mannelijke_geslachtsorganen	1996	Man	group:60-64	208,91
kanker_van_de_mannelijke_geslachtsorganen	1996	Man	group:65-69	440,72
kanker_van_de_mannelijke_geslachtsorganen	1996	Man	group:70-74	681,03
kanker_van_de_mannelijke_geslachtsorganen	1996	Man	group:75-79	847,83
kanker_van_de_mannelijke_geslachtsorganen	1996	Man	group:80-84	945,72
kanker_van_de_mannelijke_geslachtsorganen	1996	Man	group:85+	902,65
kanker_van_de_mannelijke_geslachtsorganen	1997	Man	group:0-4	0,6
kanker_van_de_mannelijke_geslachtsorganen	1997	Man	group:10-14	0,21
kanker_van_de_mannelijke_geslachtsorganen	1997	Man	group:15-19	4,01
kanker_van_de_mannelijke_geslachtsorganen	1997	Man	group:20-24	6,87
kanker_van_de_mannelijke_geslachtsorganen	1997	Man	group:25-29	13,65
kanker_van_de_mannelijke_geslachtsorganen	1997	Man	group:30-34	13,33
kanker_van_de_mannelijke_geslachtsorganen	1997	Man	group:35-39	12,44
kanker_van_de_mannelijke_geslachtsorganen	1997	Man	group:40-44	8,93
kanker_van_de_mannelijke_geslachtsorganen	1997	Man	group:45-49	12,26
kanker_van_de_mannelijke_geslachtsorganen	1997	Man	group:50-54	28,03
kanker_van_de_mannelijke_geslachtsorganen	1997	Man	group:55-59	100,81
kanker_van_de_mannelijke_geslachtsorganen	1997	Man	group:60-64	211,03
kanker_van_de_mannelijke_geslachtsorganen	1997	Man	group:65-69	419,18
kanker_van_de_mannelijke_geslachtsorganen	1997	Man	group:70-74	630,22
kanker_van_de_mannelijke_geslachtsorganen	1997	Man	group:75-79	793,19
kanker_van_de_mannelijke_geslachtsorganen	1997	Man	group:80-84	898,5
kanker_van_de_mannelijke_geslachtsorganen	1997	Man	group:85+	832,65
kanker_van_de_mannelijke_geslachtsorganen	1998	Man	group:0-4	1,21
kanker_van_de_mannelijke_geslachtsorganen	1998	Man	group:15-19	5,92
kanker_van_de_mannelijke_geslachtsorganen	1998	Man	group:20-24	11,54
kanker_van_de_mannelijke_geslachtsorganen	1998	Man	group:25-29	15,4
kanker_van_de_mannelijke_geslachtsorganen	1998	Man	group:30-34	15,32
kanker_van_de_mannelijke_geslachtsorganen	1998	Man	group:35-39	11,78
kanker_van_de_mannelijke_geslachtsorganen	1998	Man	group:40-44	8,33
kanker_van_de_mannelijke_geslachtsorganen	1998	Man	group:45-49	12,45
kanker_van_de_mannelijke_geslachtsorganen	1998	Man	group:50-54	30,43
kanker_van_de_mannelijke_geslachtsorganen	1998	Man	group:55-59	106,93
kanker_van_de_mannelijke_geslachtsorganen	1998	Man	group:60-64	230,91
kanker_van_de_mannelijke_geslachtsorganen	1998	Man	group:65-69	429,2
kanker_van_de_mannelijke_geslachtsorganen	1998	Man	group:70-74	667,62
kanker_van_de_mannelijke_geslachtsorganen	1998	Man	group:75-79	794,53
kanker_van_de_mannelijke_geslachtsorganen	1998	Man	group:80-84	822,93
kanker_van_de_mannelijke_geslachtsorganen	1998	Man	group:85+	840,13
kanker_van_de_mannelijke_geslachtsorganen	1999	Man	group:0-4	0,6
kanker_van_de_mannelijke_geslachtsorganen	1999	Man	group:10-14	0,21
kanker_van_de_mannelijke_geslachtsorganen	1999	Man	group:15-19	5,07
kanker_van_de_mannelijke_geslachtsorganen	1999	Man	group:20-24	14,39
kanker_van_de_mannelijke_geslachtsorganen	1999	Man	group:25-29	14,58
kanker_van_de_mannelijke_geslachtsorganen	1999	Man	group:30-34	17,13
kanker_van_de_mannelijke_geslachtsorganen	1999	Man	group:35-39	12,94
kanker_van_de_mannelijke_geslachtsorganen	1999	Man	group:40-44	8,04
kanker_van_de_mannelijke_geslachtsorganen	1999	Man	group:45-49	10,25
kanker_van_de_mannelijke_geslachtsorganen	1999	Man	group:50-54	30,43
kanker_van_de_mannelijke_geslachtsorganen	1999	Man	group:55-59	109,18
kanker_van_de_mannelijke_geslachtsorganen	1999	Man	group:60-64	249,57
kanker_van_de_mannelijke_geslachtsorganen	1999	Man	group:65-69	453,93
kanker_van_de_mannelijke_geslachtsorganen	1999	Man	group:70-74	652,2
kanker_van_de_mannelijke_geslachtsorganen	1999	Man	group:75-79	769,29
kanker_van_de_mannelijke_geslachtsorganen	1999	Man	group:80-84	749,81
kanker_van_de_mannelijke_geslachtsorganen	1999	Man	group:85+	656,4
kanker_van_de_mannelijke_geslachtsorganen	2000	Man	group:0-4	0,2
kanker_van_de_mannelijke_geslachtsorganen	2000	Man	group:10-14	0,61
kanker_van_de_mannelijke_geslachtsorganen	2000	Man	group:15-19	5,04
kanker_van_de_mannelijke_geslachtsorganen	2000	Man	group:20-24	10,93
kanker_van_de_mannelijke_geslachtsorganen	2000	Man	group:25-29	18,12
kanker_van_de_mannelijke_geslachtsorganen	2000	Man	group:30-34	16,53
kanker_van_de_mannelijke_geslachtsorganen	2000	Man	group:35-39	10,84
kanker_van_de_mannelijke_geslachtsorganen	2000	Man	group:40-44	9,84
kanker_van_de_mannelijke_geslachtsorganen	2000	Man	group:45-49	12,66
kanker_van_de_mannelijke_geslachtsorganen	2000	Man	group:50-54	37,52
kanker_van_de_mannelijke_geslachtsorganen	2000	Man	group:55-59	108,7
kanker_van_de_mannelijke_geslachtsorganen	2000	Man	group:60-64	273
kanker_van_de_mannelijke_geslachtsorganen	2000	Man	group:65-69	439,22
kanker_van_de_mannelijke_geslachtsorganen	2000	Man	group:70-74	654,79
kanker_van_de_mannelijke_geslachtsorganen	2000	Man	group:75-79	758,75
kanker_van_de_mannelijke_geslachtsorganen	2000	Man	group:80-84	790,86
kanker_van_de_mannelijke_geslachtsorganen	2000	Man	group:85+	653,78
kanker_van_de_mannelijke_geslachtsorganen	2001	Man	group:0-4	0,19
kanker_van_de_mannelijke_geslachtsorganen	2001	Man	group:10-14	0,2
kanker_van_de_mannelijke_geslachtsorganen	2001	Man	group:15-19	5
kanker_van_de_mannelijke_geslachtsorganen	2001	Man	group:20-24	14,54
kanker_van_de_mannelijke_geslachtsorganen	2001	Man	group:25-29	19,37
kanker_van_de_mannelijke_geslachtsorganen	2001	Man	group:30-34	18,96
kanker_van_de_mannelijke_geslachtsorganen	2001	Man	group:35-39	15,05
kanker_van_de_mannelijke_geslachtsorganen	2001	Man	group:40-44	12,2
kanker_van_de_mannelijke_geslachtsorganen	2001	Man	group:45-49	11,52
kanker_van_de_mannelijke_geslachtsorganen	2001	Man	group:50-54	33,84
kanker_van_de_mannelijke_geslachtsorganen	2001	Man	group:55-59	112,5
kanker_van_de_mannelijke_geslachtsorganen	2001	Man	group:60-64	251,73
kanker_van_de_mannelijke_geslachtsorganen	2001	Man	group:65-69	464,63
kanker_van_de_mannelijke_geslachtsorganen	2001	Man	group:70-74	627,38
kanker_van_de_mannelijke_geslachtsorganen	2001	Man	group:75-79	744,11
kanker_van_de_mannelijke_geslachtsorganen	2001	Man	group:80-84	806,83
kanker_van_de_mannelijke_geslachtsorganen	2001	Man	group:85+	699,52
kanker_van_de_mannelijke_geslachtsorganen	2002	Man	group:0-4	0,19
kanker_van_de_mannelijke_geslachtsorganen	2002	Man	group:15-19	3,69
kanker_van_de_mannelijke_geslachtsorganen	2002	Man	group:20-24	14,66
kanker_van_de_mannelijke_geslachtsorganen	2002	Man	group:25-29	19,26
kanker_van_de_mannelijke_geslachtsorganen	2002	Man	group:30-34	17,06
kanker_van_de_mannelijke_geslachtsorganen	2002	Man	group:35-39	13,88
kanker_van_de_mannelijke_geslachtsorganen	2002	Man	group:40-44	8,73
kanker_van_de_mannelijke_geslachtsorganen	2002	Man	group:45-49	14,8
kanker_van_de_mannelijke_geslachtsorganen	2002	Man	group:50-54	43,43
kanker_van_de_mannelijke_geslachtsorganen	2002	Man	group:55-59	114,83
kanker_van_de_mannelijke_geslachtsorganen	2002	Man	group:60-64	272,99
kanker_van_de_mannelijke_geslachtsorganen	2002	Man	group:65-69	460,46
kanker_van_de_mannelijke_geslachtsorganen	2002	Man	group:70-74	662,46
kanker_van_de_mannelijke_geslachtsorganen	2002	Man	group:75-79	768,01
kanker_van_de_mannelijke_geslachtsorganen	2002	Man	group:80-84	769,17
kanker_van_de_mannelijke_geslachtsorganen	2002	Man	group:85+	657,86
kanker_van_de_mannelijke_geslachtsorganen	2003	Man	group:0-4	0,19
kanker_van_de_mannelijke_geslachtsorganen	2003	Man	group:5-9	0,2
kanker_van_de_mannelijke_geslachtsorganen	2003	Man	group:15-19	5,26
kanker_van_de_mannelijke_geslachtsorganen	2003	Man	group:20-24	14,06
kanker_van_de_mannelijke_geslachtsorganen	2003	Man	group:25-29	15,98
kanker_van_de_mannelijke_geslachtsorganen	2003	Man	group:30-34	17,84
kanker_van_de_mannelijke_geslachtsorganen	2003	Man	group:35-39	13,97
kanker_van_de_mannelijke_geslachtsorganen	2003	Man	group:40-44	12,91
kanker_van_de_mannelijke_geslachtsorganen	2003	Man	group:45-49	13,82
kanker_van_de_mannelijke_geslachtsorganen	2003	Man	group:50-54	45,53
kanker_van_de_mannelijke_geslachtsorganen	2003	Man	group:55-59	130,62
kanker_van_de_mannelijke_geslachtsorganen	2003	Man	group:60-64	310,75
kanker_van_de_mannelijke_geslachtsorganen	2003	Man	group:65-69	546,98
kanker_van_de_mannelijke_geslachtsorganen	2003	Man	group:70-74	712,68
kanker_van_de_mannelijke_geslachtsorganen	2003	Man	group:75-79	791,3
kanker_van_de_mannelijke_geslachtsorganen	2003	Man	group:80-84	772,03
kanker_van_de_mannelijke_geslachtsorganen	2003	Man	group:85+	676,56
kanker_van_de_mannelijke_geslachtsorganen	2004	Man	group:10-14	0,39
kanker_van_de_mannelijke_geslachtsorganen	2004	Man	group:15-19	4,81
kanker_van_de_mannelijke_geslachtsorganen	2004	Man	group:20-24	16,94
kanker_van_de_mannelijke_geslachtsorganen	2004	Man	group:25-29	19,89
kanker_van_de_mannelijke_geslachtsorganen	2004	Man	group:30-34	17,87
kanker_van_de_mannelijke_geslachtsorganen	2004	Man	group:35-39	16
kanker_van_de_mannelijke_geslachtsorganen	2004	Man	group:40-44	11,23
kanker_van_de_mannelijke_geslachtsorganen	2004	Man	group:45-49	12,47
kanker_van_de_mannelijke_geslachtsorganen	2004	Man	group:50-54	54,53
kanker_van_de_mannelijke_geslachtsorganen	2004	Man	group:55-59	167,19
kanker_van_de_mannelijke_geslachtsorganen	2004	Man	group:60-64	345,66
kanker_van_de_mannelijke_geslachtsorganen	2004	Man	group:65-69	601,67
kanker_van_de_mannelijke_geslachtsorganen	2004	Man	group:70-74	814,73
kanker_van_de_mannelijke_geslachtsorganen	2004	Man	group:75-79	866,73
kanker_van_de_mannelijke_geslachtsorganen	2004	Man	group:80-84	833,92
kanker_van_de_mannelijke_geslachtsorganen	2004	Man	group:85+	627,81
kanker_van_de_mannelijke_geslachtsorganen	2005	Man	group:0-4	0,2
kanker_van_de_mannelijke_geslachtsorganen	2005	Man	group:15-19	5,36
kanker_van_de_mannelijke_geslachtsorganen	2005	Man	group:20-24	18,82
kanker_van_de_mannelijke_geslachtsorganen	2005	Man	group:25-29	20,9
kanker_van_de_mannelijke_geslachtsorganen	2005	Man	group:30-34	18,93
kanker_van_de_mannelijke_geslachtsorganen	2005	Man	group:35-39	14,44
kanker_van_de_mannelijke_geslachtsorganen	2005	Man	group:40-44	12,64
kanker_van_de_mannelijke_geslachtsorganen	2005	Man	group:45-49	17,71
kanker_van_de_mannelijke_geslachtsorganen	2005	Man	group:50-54	50,24
kanker_van_de_mannelijke_geslachtsorganen	2005	Man	group:55-59	159,17
kanker_van_de_mannelijke_geslachtsorganen	2005	Man	group:60-64	325,39
kanker_van_de_mannelijke_geslachtsorganen	2005	Man	group:65-69	565,99
kanker_van_de_mannelijke_geslachtsorganen	2005	Man	group:70-74	730,66
kanker_van_de_mannelijke_geslachtsorganen	2005	Man	group:75-79	768,21
kanker_van_de_mannelijke_geslachtsorganen	2005	Man	group:80-84	709,21
kanker_van_de_mannelijke_geslachtsorganen	2005	Man	group:85+	616,21
kanker_van_de_mannelijke_geslachtsorganen	2006	Man	group:15-19	4,92
kanker_van_de_mannelijke_geslachtsorganen	2006	Man	group:20-24	14,55
kanker_van_de_mannelijke_geslachtsorganen	2006	Man	group:25-29	23,58
kanker_van_de_mannelijke_geslachtsorganen	2006	Man	group:30-34	22,6
kanker_van_de_mannelijke_geslachtsorganen	2006	Man	group:35-39	15,35
kanker_van_de_mannelijke_geslachtsorganen	2006	Man	group:40-44	13,08
kanker_van_de_mannelijke_geslachtsorganen	2006	Man	group:45-49	21,67
kanker_van_de_mannelijke_geslachtsorganen	2006	Man	group:50-54	60,32
kanker_van_de_mannelijke_geslachtsorganen	2006	Man	group:55-59	175
kanker_van_de_mannelijke_geslachtsorganen	2006	Man	group:60-64	365,66
kanker_van_de_mannelijke_geslachtsorganen	2006	Man	group:65-69	607,57
kanker_van_de_mannelijke_geslachtsorganen	2006	Man	group:70-74	726,16
kanker_van_de_mannelijke_geslachtsorganen	2006	Man	group:75-79	795,57
kanker_van_de_mannelijke_geslachtsorganen	2006	Man	group:80-84	769,21
kanker_van_de_mannelijke_geslachtsorganen	2006	Man	group:85+	603,58
kanker_van_de_mannelijke_geslachtsorganen	2007	Man	group:0-4	0,2
kanker_van_de_mannelijke_geslachtsorganen	2007	Man	group:15-19	4,1
kanker_van_de_mannelijke_geslachtsorganen	2007	Man	group:20-24	14,45
kanker_van_de_mannelijke_geslachtsorganen	2007	Man	group:25-29	24,22
kanker_van_de_mannelijke_geslachtsorganen	2007	Man	group:30-34	22,17
kanker_van_de_mannelijke_geslachtsorganen	2007	Man	group:35-39	17,14
kanker_van_de_mannelijke_geslachtsorganen	2007	Man	group:40-44	13,14
kanker_van_de_mannelijke_geslachtsorganen	2007	Man	group:45-49	19,31
