kankersoort	periode	geslacht	leeftijdsgroep	cr
kanker_van_de_luchtwegen	2007	Man	group:80-84	597,36
kanker_van_de_luchtwegen	2007	Man	group:85+	430,08
kanker_van_de_luchtwegen	2008	Man	group:15-19	0,39
kanker_van_de_luchtwegen	2008	Man	group:25-29	0,8
kanker_van_de_luchtwegen	2008	Man	group:30-34	1,18
kanker_van_de_luchtwegen	2008	Man	group:35-39	5,23
kanker_van_de_luchtwegen	2008	Man	group:40-44	7,75
kanker_van_de_luchtwegen	2008	Man	group:45-49	25
kanker_van_de_luchtwegen	2008	Man	group:50-54	63,53
kanker_van_de_luchtwegen	2008	Man	group:55-59	122,5
kanker_van_de_luchtwegen	2008	Man	group:60-64	209,88
kanker_van_de_luchtwegen	2008	Man	group:65-69	344,08
kanker_van_de_luchtwegen	2008	Man	group:70-74	512,34
kanker_van_de_luchtwegen	2008	Man	group:75-79	639,45
kanker_van_de_luchtwegen	2008	Man	group:80-84	633,95
kanker_van_de_luchtwegen	2008	Man	group:85+	417,38
kanker_van_de_luchtwegen	2009	Man	group:0-4	0,21
kanker_van_de_luchtwegen	2009	Man	group:10-14	0,4
kanker_van_de_luchtwegen	2009	Man	group:20-24	0,2
kanker_van_de_luchtwegen	2009	Man	group:25-29	1,2
kanker_van_de_luchtwegen	2009	Man	group:30-34	0,99
kanker_van_de_luchtwegen	2009	Man	group:35-39	3,8
kanker_van_de_luchtwegen	2009	Man	group:40-44	10,52
kanker_van_de_luchtwegen	2009	Man	group:45-49	23,24
kanker_van_de_luchtwegen	2009	Man	group:50-54	64,13
kanker_van_de_luchtwegen	2009	Man	group:55-59	119,61
kanker_van_de_luchtwegen	2009	Man	group:60-64	202,81
kanker_van_de_luchtwegen	2009	Man	group:65-69	344,77
kanker_van_de_luchtwegen	2009	Man	group:70-74	505,22
kanker_van_de_luchtwegen	2009	Man	group:75-79	641,59
kanker_van_de_luchtwegen	2009	Man	group:80-84	636,5
kanker_van_de_luchtwegen	2009	Man	group:85+	469,23
kanker_van_de_luchtwegen	2010	Man	group:10-14	0,39
kanker_van_de_luchtwegen	2010	Man	group:15-19	0,19
kanker_van_de_luchtwegen	2010	Man	group:20-24	0,19
kanker_van_de_luchtwegen	2010	Man	group:30-34	1,2
kanker_van_de_luchtwegen	2010	Man	group:35-39	5,38
kanker_van_de_luchtwegen	2010	Man	group:40-44	9,16
kanker_van_de_luchtwegen	2010	Man	group:45-49	26,81
kanker_van_de_luchtwegen	2010	Man	group:50-54	57,55
kanker_van_de_luchtwegen	2010	Man	group:55-59	119,49
kanker_van_de_luchtwegen	2010	Man	group:60-64	204,52
kanker_van_de_luchtwegen	2010	Man	group:65-69	334,46
kanker_van_de_luchtwegen	2010	Man	group:70-74	472,73
kanker_van_de_luchtwegen	2010	Man	group:75-79	690,33
kanker_van_de_luchtwegen	2010	Man	group:80-84	641,39
kanker_van_de_luchtwegen	2010	Man	group:85+	427,11
kanker_van_de_luchtwegen	2011	Man	group:15-19	0,39
kanker_van_de_luchtwegen	2011	Man	group:20-24	0,38
kanker_van_de_luchtwegen	2011	Man	group:25-29	0,2
kanker_van_de_luchtwegen	2011	Man	group:30-34	1,39
kanker_van_de_luchtwegen	2011	Man	group:35-39	4,2
kanker_van_de_luchtwegen	2011	Man	group:40-44	11,98
kanker_van_de_luchtwegen	2011	Man	group:45-49	23,66
kanker_van_de_luchtwegen	2011	Man	group:50-54	59,25
kanker_van_de_luchtwegen	2011	Man	group:55-59	115,57
kanker_van_de_luchtwegen	2011	Man	group:60-64	212,52
kanker_van_de_luchtwegen	2011	Man	group:65-69	327,78
kanker_van_de_luchtwegen	2011	Man	group:70-74	461,6
kanker_van_de_luchtwegen	2011	Man	group:75-79	616,3
kanker_van_de_luchtwegen	2011	Man	group:80-84	701,98
kanker_van_de_luchtwegen	2011	Man	group:85+	445,35
kanker_van_de_luchtwegen	2012	Man	group:15-19	0,59
kanker_van_de_luchtwegen	2012	Man	group:20-24	0,19
kanker_van_de_luchtwegen	2012	Man	group:25-29	0,2
kanker_van_de_luchtwegen	2012	Man	group:30-34	2,18
kanker_van_de_luchtwegen	2012	Man	group:35-39	3,81
kanker_van_de_luchtwegen	2012	Man	group:40-44	9,8
kanker_van_de_luchtwegen	2012	Man	group:45-49	21,42
kanker_van_de_luchtwegen	2012	Man	group:50-54	50,22
kanker_van_de_luchtwegen	2012	Man	group:55-59	114,93
kanker_van_de_luchtwegen	2012	Man	group:60-64	197,33
kanker_van_de_luchtwegen	2012	Man	group:65-69	296,36
kanker_van_de_luchtwegen	2012	Man	group:70-74	424,54
kanker_van_de_luchtwegen	2012	Man	group:75-79	628,99
kanker_van_de_luchtwegen	2012	Man	group:80-84	568,48
kanker_van_de_luchtwegen	2012	Man	group:85+	467,59
kanker_van_de_luchtwegen	2013	Man	group:10-14	0,19
kanker_van_de_luchtwegen	2013	Man	group:20-24	0,56
kanker_van_de_luchtwegen	2013	Man	group:25-29	0,96
kanker_van_de_luchtwegen	2013	Man	group:30-34	1,78
kanker_van_de_luchtwegen	2013	Man	group:35-39	3,73
kanker_van_de_luchtwegen	2013	Man	group:40-44	10,22
kanker_van_de_luchtwegen	2013	Man	group:45-49	24,92
kanker_van_de_luchtwegen	2013	Man	group:50-54	53,96
kanker_van_de_luchtwegen	2013	Man	group:55-59	118,49
kanker_van_de_luchtwegen	2013	Man	group:60-64	191,38
kanker_van_de_luchtwegen	2013	Man	group:65-69	287,25
kanker_van_de_luchtwegen	2013	Man	group:70-74	433,11
kanker_van_de_luchtwegen	2013	Man	group:75-79	561,23
kanker_van_de_luchtwegen	2013	Man	group:80-84	625,46
kanker_van_de_luchtwegen	2013	Man	group:85+	456,76
kanker_van_de_luchtwegen	2014	Man	group:15-19	0,2
kanker_van_de_luchtwegen	2014	Man	group:20-24	0,19
kanker_van_de_luchtwegen	2014	Man	group:25-29	0,38
kanker_van_de_luchtwegen	2014	Man	group:30-34	2,37
kanker_van_de_luchtwegen	2014	Man	group:35-39	4,18
kanker_van_de_luchtwegen	2014	Man	group:40-44	11,14
kanker_van_de_luchtwegen	2014	Man	group:45-49	21,62
kanker_van_de_luchtwegen	2014	Man	group:50-54	46,71
kanker_van_de_luchtwegen	2014	Man	group:55-59	99,17
kanker_van_de_luchtwegen	2014	Man	group:60-64	193,08
kanker_van_de_luchtwegen	2014	Man	group:65-69	286,12
kanker_van_de_luchtwegen	2014	Man	group:70-74	421,18
kanker_van_de_luchtwegen	2014	Man	group:75-79	549,56
kanker_van_de_luchtwegen	2014	Man	group:80-84	612,8
kanker_van_de_luchtwegen	2014	Man	group:85+	399,39
kanker_van_de_luchtwegen	2015	Man	group:15-19	0,19
kanker_van_de_luchtwegen	2015	Man	group:20-24	0,37
kanker_van_de_luchtwegen	2015	Man	group:25-29	0,37
kanker_van_de_luchtwegen	2015	Man	group:30-34	1,57
kanker_van_de_luchtwegen	2015	Man	group:35-39	3,38
kanker_van_de_luchtwegen	2015	Man	group:40-44	12,76
kanker_van_de_luchtwegen	2015	Man	group:45-49	22,11
kanker_van_de_luchtwegen	2015	Man	group:50-54	49,77
kanker_van_de_luchtwegen	2015	Man	group:55-59	100,74
kanker_van_de_luchtwegen	2015	Man	group:60-64	185,61
kanker_van_de_luchtwegen	2015	Man	group:65-69	301,24
kanker_van_de_luchtwegen	2015	Man	group:70-74	430,91
kanker_van_de_luchtwegen	2015	Man	group:75-79	550,42
kanker_van_de_luchtwegen	2015	Man	group:80-84	651,04
kanker_van_de_luchtwegen	2015	Man	group:85+	427,98
kanker_van_de_luchtwegen	2016	Man	group:0-4	0,22
kanker_van_de_luchtwegen	2016	Man	group:10-14	0,2
kanker_van_de_luchtwegen	2016	Man	group:20-24	0,18
kanker_van_de_luchtwegen	2016	Man	group:25-29	0,55
kanker_van_de_luchtwegen	2016	Man	group:30-34	1,36
kanker_van_de_luchtwegen	2016	Man	group:35-39	4,34
kanker_van_de_luchtwegen	2016	Man	group:40-44	12,09
kanker_van_de_luchtwegen	2016	Man	group:45-49	24,19
kanker_van_de_luchtwegen	2016	Man	group:50-54	49,04
kanker_van_de_luchtwegen	2016	Man	group:55-59	99,85
kanker_van_de_luchtwegen	2016	Man	group:60-64	189,8
kanker_van_de_luchtwegen	2016	Man	group:65-69	286,42
kanker_van_de_luchtwegen	2016	Man	group:70-74	421,43
kanker_van_de_luchtwegen	2016	Man	group:75-79	535,43
kanker_van_de_luchtwegen	2016	Man	group:80-84	588,35
kanker_van_de_luchtwegen	2016	Man	group:85+	464,13
kanker_van_de_luchtwegen	2017	Man	group:0-4	0,45
kanker_van_de_luchtwegen	2017	Man	group:10-14	0,2
kanker_van_de_luchtwegen	2017	Man	group:15-19	0,37
kanker_van_de_luchtwegen	2017	Man	group:25-29	1,08
kanker_van_de_luchtwegen	2017	Man	group:30-34	0,76
kanker_van_de_luchtwegen	2017	Man	group:35-39	4,31
kanker_van_de_luchtwegen	2017	Man	group:40-44	9,32
kanker_van_de_luchtwegen	2017	Man	group:45-49	19,57
kanker_van_de_luchtwegen	2017	Man	group:50-54	43,6
kanker_van_de_luchtwegen	2017	Man	group:55-59	94,49
kanker_van_de_luchtwegen	2017	Man	group:60-64	186,37
kanker_van_de_luchtwegen	2017	Man	group:65-69	264,9
kanker_van_de_luchtwegen	2017	Man	group:70-74	413,53
kanker_van_de_luchtwegen	2017	Man	group:75-79	527,71
kanker_van_de_luchtwegen	2017	Man	group:80-84	603,74
kanker_van_de_luchtwegen	2017	Man	group:85+	426,35
kanker_van_de_luchtwegen	2018	Man	group:0-4	0,23
kanker_van_de_luchtwegen	2018	Man	group:15-19	0,56
kanker_van_de_luchtwegen	2018	Man	group:20-24	0,18
kanker_van_de_luchtwegen	2018	Man	group:25-29	0,53
kanker_van_de_luchtwegen	2018	Man	group:30-34	1,49
kanker_van_de_luchtwegen	2018	Man	group:35-39	3,69
kanker_van_de_luchtwegen	2018	Man	group:40-44	11,49
kanker_van_de_luchtwegen	2018	Man	group:45-49	23,35
kanker_van_de_luchtwegen	2018	Man	group:50-54	43,69
kanker_van_de_luchtwegen	2018	Man	group:55-59	93,23
kanker_van_de_luchtwegen	2018	Man	group:60-64	183,29
kanker_van_de_luchtwegen	2018	Man	group:65-69	285,26
kanker_van_de_luchtwegen	2018	Man	group:70-74	390,85
kanker_van_de_luchtwegen	2018	Man	group:75-79	538,63
kanker_van_de_luchtwegen	2018	Man	group:80-84	569,53
kanker_van_de_luchtwegen	2018	Man	group:85+	454,58
kanker_van_de_luchtwegen	2019	Vrouw	group:20-24	1,12
kanker_van_de_luchtwegen	2019	Vrouw	group:25-29	0,36
kanker_van_de_luchtwegen	2019	Vrouw	group:30-34	0,93
kanker_van_de_luchtwegen	2019	Vrouw	group:35-39	3,09
kanker_van_de_luchtwegen	2019	Vrouw	group:40-44	7,59
kanker_van_de_luchtwegen	2019	Vrouw	group:45-49	26,34
kanker_van_de_luchtwegen	2019	Vrouw	group:50-54	57,2
kanker_van_de_luchtwegen	2019	Vrouw	group:55-59	110,26
kanker_van_de_luchtwegen	2019	Vrouw	group:60-64	185,75
kanker_van_de_luchtwegen	2019	Vrouw	group:65-69	240,27
kanker_van_de_luchtwegen	2019	Vrouw	group:70-74	280,74
kanker_van_de_luchtwegen	2019	Vrouw	group:75-79	276,8
kanker_van_de_luchtwegen	2019	Vrouw	group:80-84	249,59
kanker_van_de_luchtwegen	2019	Vrouw	group:85+	134,97
kanker_van_de_luchtwegen	1989	Vrouw	group:15-19	0,18
kanker_van_de_luchtwegen	1989	Vrouw	group:20-24	0,16
kanker_van_de_luchtwegen	1989	Vrouw	group:25-29	0,48
kanker_van_de_luchtwegen	1989	Vrouw	group:30-34	2,21
kanker_van_de_luchtwegen	1989	Vrouw	group:35-39	6,07
kanker_van_de_luchtwegen	1989	Vrouw	group:40-44	10,27
kanker_van_de_luchtwegen	1989	Vrouw	group:45-49	21,41
kanker_van_de_luchtwegen	1989	Vrouw	group:50-54	30,45
kanker_van_de_luchtwegen	1989	Vrouw	group:55-59	56
kanker_van_de_luchtwegen	1989	Vrouw	group:60-64	58,53
kanker_van_de_luchtwegen	1989	Vrouw	group:65-69	61,17
kanker_van_de_luchtwegen	1989	Vrouw	group:70-74	58,66
kanker_van_de_luchtwegen	1989	Vrouw	group:75-79	58,06
kanker_van_de_luchtwegen	1989	Vrouw	group:80-84	41,54
kanker_van_de_luchtwegen	1989	Vrouw	group:85+	35,11
kanker_van_de_luchtwegen	1990	Vrouw	group:25-29	0,79
kanker_van_de_luchtwegen	1990	Vrouw	group:30-34	3,01
kanker_van_de_luchtwegen	1990	Vrouw	group:35-39	3,37
kanker_van_de_luchtwegen	1990	Vrouw	group:40-44	10,65
kanker_van_de_luchtwegen	1990	Vrouw	group:45-49	16,99
kanker_van_de_luchtwegen	1990	Vrouw	group:50-54	32,43
kanker_van_de_luchtwegen	1990	Vrouw	group:55-59	45,27
kanker_van_de_luchtwegen	1990	Vrouw	group:60-64	72,34
kanker_van_de_luchtwegen	1990	Vrouw	group:65-69	65,54
kanker_van_de_luchtwegen	1990	Vrouw	group:70-74	66,43
kanker_van_de_luchtwegen	1990	Vrouw	group:75-79	55,87
kanker_van_de_luchtwegen	1990	Vrouw	group:80-84	51,94
kanker_van_de_luchtwegen	1990	Vrouw	group:85+	29,99
kanker_van_de_luchtwegen	1991	Vrouw	group:20-24	0,48
kanker_van_de_luchtwegen	1991	Vrouw	group:25-29	0,47
kanker_van_de_luchtwegen	1991	Vrouw	group:30-34	1,97
kanker_van_de_luchtwegen	1991	Vrouw	group:35-39	6,13
kanker_van_de_luchtwegen	1991	Vrouw	group:40-44	9,26
kanker_van_de_luchtwegen	1991	Vrouw	group:45-49	21,77
kanker_van_de_luchtwegen	1991	Vrouw	group:50-54	33,62
kanker_van_de_luchtwegen	1991	Vrouw	group:55-59	51,41
kanker_van_de_luchtwegen	1991	Vrouw	group:60-64	81,81
kanker_van_de_luchtwegen	1991	Vrouw	group:65-69	72,19
kanker_van_de_luchtwegen	1991	Vrouw	group:70-74	70,77
kanker_van_de_luchtwegen	1991	Vrouw	group:75-79	54,62
kanker_van_de_luchtwegen	1991	Vrouw	group:80-84	43,69
kanker_van_de_luchtwegen	1991	Vrouw	group:85+	32,67
kanker_van_de_luchtwegen	1992	Vrouw	group:20-24	0,16
kanker_van_de_luchtwegen	1992	Vrouw	group:25-29	0,16
kanker_van_de_luchtwegen	1992	Vrouw	group:30-34	2,26
kanker_van_de_luchtwegen	1992	Vrouw	group:35-39	6,58
kanker_van_de_luchtwegen	1992	Vrouw	group:40-44	10,89
kanker_van_de_luchtwegen	1992	Vrouw	group:45-49	18,01
kanker_van_de_luchtwegen	1992	Vrouw	group:50-54	32,54
kanker_van_de_luchtwegen	1992	Vrouw	group:55-59	54,98
kanker_van_de_luchtwegen	1992	Vrouw	group:60-64	74,01
kanker_van_de_luchtwegen	1992	Vrouw	group:65-69	83,58
kanker_van_de_luchtwegen	1992	Vrouw	group:70-74	74,14
kanker_van_de_luchtwegen	1992	Vrouw	group:75-79	67,37
kanker_van_de_luchtwegen	1992	Vrouw	group:80-84	52,78
kanker_van_de_luchtwegen	1992	Vrouw	group:85+	33,72
kanker_van_de_luchtwegen	1993	Vrouw	group:25-29	1,26
kanker_van_de_luchtwegen	1993	Vrouw	group:30-34	1,59
kanker_van_de_luchtwegen	1993	Vrouw	group:35-39	5,64
kanker_van_de_luchtwegen	1993	Vrouw	group:40-44	11,72
kanker_van_de_luchtwegen	1993	Vrouw	group:45-49	23,59
kanker_van_de_luchtwegen	1993	Vrouw	group:50-54	34,67
kanker_van_de_luchtwegen	1993	Vrouw	group:55-59	54,6
kanker_van_de_luchtwegen	1993	Vrouw	group:60-64	90,36
kanker_van_de_luchtwegen	1993	Vrouw	group:65-69	90,91
kanker_van_de_luchtwegen	1993	Vrouw	group:70-74	77,02
kanker_van_de_luchtwegen	1993	Vrouw	group:75-79	71,16
kanker_van_de_luchtwegen	1993	Vrouw	group:80-84	56,38
kanker_van_de_luchtwegen	1993	Vrouw	group:85+	39,68
kanker_van_de_luchtwegen	1994	Vrouw	group:20-24	0,35
kanker_van_de_luchtwegen	1994	Vrouw	group:25-29	0,31
kanker_van_de_luchtwegen	1994	Vrouw	group:30-34	1,41
kanker_van_de_luchtwegen	1994	Vrouw	group:35-39	8,4
kanker_van_de_luchtwegen	1994	Vrouw	group:40-44	12,09
kanker_van_de_luchtwegen	1994	Vrouw	group:45-49	24,71
kanker_van_de_luchtwegen	1994	Vrouw	group:50-54	34,56
kanker_van_de_luchtwegen	1994	Vrouw	group:55-59	58,29
kanker_van_de_luchtwegen	1994	Vrouw	group:60-64	82,72
kanker_van_de_luchtwegen	1994	Vrouw	group:65-69	98,78
kanker_van_de_luchtwegen	1994	Vrouw	group:70-74	76,86
kanker_van_de_luchtwegen	1994	Vrouw	group:75-79	76,53
kanker_van_de_luchtwegen	1994	Vrouw	group:80-84	55,46
kanker_van_de_luchtwegen	1994	Vrouw	group:85+	41,29
kanker_van_de_luchtwegen	1995	Vrouw	group:15-19	0,22
kanker_van_de_luchtwegen	1995	Vrouw	group:20-24	0,55
kanker_van_de_luchtwegen	1995	Vrouw	group:25-29	0,47
kanker_van_de_luchtwegen	1995	Vrouw	group:30-34	1,4
kanker_van_de_luchtwegen	1995	Vrouw	group:35-39	6,79
kanker_van_de_luchtwegen	1995	Vrouw	group:40-44	16,81
kanker_van_de_luchtwegen	1995	Vrouw	group:45-49	21,57
kanker_van_de_luchtwegen	1995	Vrouw	group:50-54	37,81
kanker_van_de_luchtwegen	1995	Vrouw	group:55-59	56,13
kanker_van_de_luchtwegen	1995	Vrouw	group:60-64	84,42
kanker_van_de_luchtwegen	1995	Vrouw	group:65-69	102,24
kanker_van_de_luchtwegen	1995	Vrouw	group:70-74	87,82
kanker_van_de_luchtwegen	1995	Vrouw	group:75-79	84,06
kanker_van_de_luchtwegen	1995	Vrouw	group:80-84	65,82
kanker_van_de_luchtwegen	1995	Vrouw	group:85+	33,56
kanker_van_de_luchtwegen	1996	Vrouw	group:15-19	0,44
kanker_van_de_luchtwegen	1996	Vrouw	group:20-24	0,19
kanker_van_de_luchtwegen	1996	Vrouw	group:25-29	0,47
kanker_van_de_luchtwegen	1996	Vrouw	group:30-34	1,55
kanker_van_de_luchtwegen	1996	Vrouw	group:35-39	6,69
kanker_van_de_luchtwegen	1996	Vrouw	group:40-44	12,08
kanker_van_de_luchtwegen	1996	Vrouw	group:45-49	27,08
kanker_van_de_luchtwegen	1996	Vrouw	group:50-54	40
kanker_van_de_luchtwegen	1996	Vrouw	group:55-59	58,27
kanker_van_de_luchtwegen	1996	Vrouw	group:60-64	82,15
kanker_van_de_luchtwegen	1996	Vrouw	group:65-69	107,12
kanker_van_de_luchtwegen	1996	Vrouw	group:70-74	92,93
kanker_van_de_luchtwegen	1996	Vrouw	group:75-79	85,07
kanker_van_de_luchtwegen	1996	Vrouw	group:80-84	62,63
kanker_van_de_luchtwegen	1996	Vrouw	group:85+	38,07
kanker_van_de_luchtwegen	1997	Vrouw	group:15-19	0,22
kanker_van_de_luchtwegen	1997	Vrouw	group:25-29	0,48
kanker_van_de_luchtwegen	1997	Vrouw	group:30-34	1,24
kanker_van_de_luchtwegen	1997	Vrouw	group:35-39	8,19
kanker_van_de_luchtwegen	1997	Vrouw	group:40-44	17,31
kanker_van_de_luchtwegen	1997	Vrouw	group:45-49	27,92
kanker_van_de_luchtwegen	1997	Vrouw	group:50-54	44,26
kanker_van_de_luchtwegen	1997	Vrouw	group:55-59	64,93
kanker_van_de_luchtwegen	1997	Vrouw	group:60-64	84,76
kanker_van_de_luchtwegen	1997	Vrouw	group:65-69	115,04
kanker_van_de_luchtwegen	1997	Vrouw	group:70-74	97,45
kanker_van_de_luchtwegen	1997	Vrouw	group:75-79	85,65
kanker_van_de_luchtwegen	1997	Vrouw	group:80-84	67,23
kanker_van_de_luchtwegen	1997	Vrouw	group:85+	35,38
kanker_van_de_luchtwegen	1998	Vrouw	group:15-19	0,22
kanker_van_de_luchtwegen	1998	Vrouw	group:20-24	0,21
kanker_van_de_luchtwegen	1998	Vrouw	group:25-29	0,49
kanker_van_de_luchtwegen	1998	Vrouw	group:30-34	0,78
kanker_van_de_luchtwegen	1998	Vrouw	group:35-39	7,44
kanker_van_de_luchtwegen	1998	Vrouw	group:40-44	17,43
kanker_van_de_luchtwegen	1998	Vrouw	group:45-49	34,16
kanker_van_de_luchtwegen	1998	Vrouw	group:50-54	41,69
kanker_van_de_luchtwegen	1998	Vrouw	group:55-59	64,86
kanker_van_de_luchtwegen	1998	Vrouw	group:60-64	85,01
kanker_van_de_luchtwegen	1998	Vrouw	group:65-69	121,82
kanker_van_de_luchtwegen	1998	Vrouw	group:70-74	111,9
kanker_van_de_luchtwegen	1998	Vrouw	group:75-79	95,33
kanker_van_de_luchtwegen	1998	Vrouw	group:80-84	58,32
kanker_van_de_luchtwegen	1998	Vrouw	group:85+	30,22
kanker_van_de_luchtwegen	1999	Vrouw	group:25-29	0,5
kanker_van_de_luchtwegen	1999	Vrouw	group:30-34	1,25
kanker_van_de_luchtwegen	1999	Vrouw	group:35-39	7,18
kanker_van_de_luchtwegen	1999	Vrouw	group:40-44	16,65
kanker_van_de_luchtwegen	1999	Vrouw	group:45-49	29,56
kanker_van_de_luchtwegen	1999	Vrouw	group:50-54	47,04
kanker_van_de_luchtwegen	1999	Vrouw	group:55-59	68,17
kanker_van_de_luchtwegen	1999	Vrouw	group:60-64	86,4
kanker_van_de_luchtwegen	1999	Vrouw	group:65-69	118,2
kanker_van_de_luchtwegen	1999	Vrouw	group:70-74	117,61
kanker_van_de_luchtwegen	1999	Vrouw	group:75-79	95,6
kanker_van_de_luchtwegen	1999	Vrouw	group:80-84	64,8
kanker_van_de_luchtwegen	1999	Vrouw	group:85+	28,36
kanker_van_de_luchtwegen	2000	Vrouw	group:15-19	0,22
kanker_van_de_luchtwegen	2000	Vrouw	group:20-24	0,21
kanker_van_de_luchtwegen	2000	Vrouw	group:25-29	0,53
kanker_van_de_luchtwegen	2000	Vrouw	group:30-34	1,71
kanker_van_de_luchtwegen	2000	Vrouw	group:35-39	4,94
kanker_van_de_luchtwegen	2000	Vrouw	group:40-44	15,05
kanker_van_de_luchtwegen	2000	Vrouw	group:45-49	35,43
kanker_van_de_luchtwegen	2000	Vrouw	group:50-54	50,19
kanker_van_de_luchtwegen	2000	Vrouw	group:55-59	66,19
kanker_van_de_luchtwegen	2000	Vrouw	group:60-64	91,71
kanker_van_de_luchtwegen	2000	Vrouw	group:65-69	122,05
kanker_van_de_luchtwegen	2000	Vrouw	group:70-74	130,34
kanker_van_de_luchtwegen	2000	Vrouw	group:75-79	105,19
kanker_van_de_luchtwegen	2000	Vrouw	group:80-84	68,47
kanker_van_de_luchtwegen	2000	Vrouw	group:85+	33,28
kanker_van_de_luchtwegen	2001	Vrouw	group:25-29	0,18
kanker_van_de_luchtwegen	2001	Vrouw	group:30-34	2,48
kanker_van_de_luchtwegen	2001	Vrouw	group:35-39	4,92
kanker_van_de_luchtwegen	2001	Vrouw	group:40-44	18,21
kanker_van_de_luchtwegen	2001	Vrouw	group:45-49	33,78
kanker_van_de_luchtwegen	2001	Vrouw	group:50-54	48,55
kanker_van_de_luchtwegen	2001	Vrouw	group:55-59	81,59
kanker_van_de_luchtwegen	2001	Vrouw	group:60-64	94,85
kanker_van_de_luchtwegen	2001	Vrouw	group:65-69	122,62
kanker_van_de_luchtwegen	2001	Vrouw	group:70-74	135,68
kanker_van_de_luchtwegen	2001	Vrouw	group:75-79	107,37
kanker_van_de_luchtwegen	2001	Vrouw	group:80-84	69,45
kanker_van_de_luchtwegen	2001	Vrouw	group:85+	34,1
kanker_van_de_luchtwegen	2002	Vrouw	group:10-14	0,21
kanker_van_de_luchtwegen	2002	Vrouw	group:20-24	0,21
kanker_van_de_luchtwegen	2002	Vrouw	group:25-29	0,38
kanker_van_de_luchtwegen	2002	Vrouw	group:30-34	1,25
kanker_van_de_luchtwegen	2002	Vrouw	group:35-39	5,69
kanker_van_de_luchtwegen	2002	Vrouw	group:40-44	16,96
kanker_van_de_luchtwegen	2002	Vrouw	group:45-49	37,72
kanker_van_de_luchtwegen	2002	Vrouw	group:50-54	53,3
kanker_van_de_luchtwegen	2002	Vrouw	group:55-59	75,7
kanker_van_de_luchtwegen	2002	Vrouw	group:60-64	93,79
kanker_van_de_luchtwegen	2002	Vrouw	group:65-69	133,87
kanker_van_de_luchtwegen	2002	Vrouw	group:70-74	148,18
kanker_van_de_luchtwegen	2002	Vrouw	group:75-79	118,77
kanker_van_de_luchtwegen	2002	Vrouw	group:80-84	73,24
kanker_van_de_luchtwegen	2002	Vrouw	group:85+	39,08
kanker_van_de_luchtwegen	2003	Vrouw	group:5-9	0,21
kanker_van_de_luchtwegen	2003	Vrouw	group:20-24	0,42
kanker_van_de_luchtwegen	2003	Vrouw	group:25-29	0,99
kanker_van_de_luchtwegen	2003	Vrouw	group:30-34	2,06
kanker_van_de_luchtwegen	2003	Vrouw	group:35-39	4,32
kanker_van_de_luchtwegen	2003	Vrouw	group:40-44	15,62
kanker_van_de_luchtwegen	2003	Vrouw	group:45-49	41,56
kanker_van_de_luchtwegen	2003	Vrouw	group:50-54	62,49
kanker_van_de_luchtwegen	2003	Vrouw	group:55-59	82,04
kanker_van_de_luchtwegen	2003	Vrouw	group:60-64	98,74
kanker_van_de_luchtwegen	2003	Vrouw	group:65-69	132,91
kanker_van_de_luchtwegen	2003	Vrouw	group:70-74	157,25
kanker_van_de_luchtwegen	2003	Vrouw	group:75-79	134,2
kanker_van_de_luchtwegen	2003	Vrouw	group:80-84	99,83
kanker_van_de_luchtwegen	2003	Vrouw	group:85+	43,04
kanker_van_de_luchtwegen	2004	Vrouw	group:0-4	0,2
kanker_van_de_luchtwegen	2004	Vrouw	group:25-29	1
kanker_van_de_luchtwegen	2004	Vrouw	group:30-34	1,98
kanker_van_de_luchtwegen	2004	Vrouw	group:35-39	4,33
kanker_van_de_luchtwegen	2004	Vrouw	group:40-44	18,08
kanker_van_de_luchtwegen	2004	Vrouw	group:45-49	41,61
kanker_van_de_luchtwegen	2004	Vrouw	group:50-54	61,39
kanker_van_de_luchtwegen	2004	Vrouw	group:55-59	89,84
kanker_van_de_luchtwegen	2004	Vrouw	group:60-64	113,88
kanker_van_de_luchtwegen	2004	Vrouw	group:65-69	134,2
kanker_van_de_luchtwegen	2004	Vrouw	group:70-74	151,59
kanker_van_de_luchtwegen	2004	Vrouw	group:75-79	146
kanker_van_de_luchtwegen	2004	Vrouw	group:80-84	100,25
kanker_van_de_luchtwegen	2004	Vrouw	group:85+	50,74
kanker_van_de_luchtwegen	2005	Vrouw	group:0-4	0,2
kanker_van_de_luchtwegen	2005	Vrouw	group:15-19	0,21
kanker_van_de_luchtwegen	2005	Vrouw	group:20-24	0,42
kanker_van_de_luchtwegen	2005	Vrouw	group:25-29	1,21
kanker_van_de_luchtwegen	2005	Vrouw	group:30-34	1,91
kanker_van_de_luchtwegen	2005	Vrouw	group:35-39	4,18
kanker_van_de_luchtwegen	2005	Vrouw	group:40-44	16,85
kanker_van_de_luchtwegen	2005	Vrouw	group:45-49	37,66
kanker_van_de_luchtwegen	2005	Vrouw	group:50-54	67,06
kanker_van_de_luchtwegen	2005	Vrouw	group:55-59	88,71
kanker_van_de_luchtwegen	2005	Vrouw	group:60-64	116,62
kanker_van_de_luchtwegen	2005	Vrouw	group:65-69	152,7
kanker_van_de_luchtwegen	2005	Vrouw	group:70-74	171,52
kanker_van_de_luchtwegen	2005	Vrouw	group:75-79	163,39
kanker_van_de_luchtwegen	2005	Vrouw	group:80-84	106,34
kanker_van_de_luchtwegen	2005	Vrouw	group:85+	50,87
